Dimensionless Injection Time,Dimensionless Differential Pressure
0,1
0.001272265,1.000667557
0.002544529,1
0.003816794,1
0.005089059,1.000667557
0.006361323,1
0.007633588,1.002670227
0.008905852,1.006008011
0.010178117,1.00400534
0.011450382,1.003337784
0.012722646,1.002670227
0.013994911,1.003337784
0.015267176,1.002670227
0.01653944,1.003337784
0.017811705,1.00400534
0.019083969,1.003337784
0.020356234,1.003337784
0.021628499,1.004672897
0.022900763,1.005340454
0.024173028,1.005340454
0.025445293,1.004672897
0.026717557,1.005340454
0.027989822,1.005340454
0.029262087,1.005340454
0.030534351,1.005340454
0.031806616,1.006008011
0.03307888,1.006008011
0.034351145,1.010680908
0.03562341,1.010013351
0.036895674,1.008010681
0.038167939,1.008678238
0.039440204,1.008010681
0.040712468,1.009345794
0.041984733,1.012683578
0.043256997,1.012683578
0.044529262,1.010680908
0.045801527,1.010013351
0.047073791,1.010013351
0.048346056,1.009345794
0.049618321,1.010013351
0.050890585,1.010013351
0.05216285,1.010013351
0.053435115,1.010680908
0.054707379,1.010680908
0.055979644,1.010013351
0.057251908,1.010013351
0.058524173,1.010680908
0.059796438,1.010013351
0.061068702,1.010013351
0.062340967,1.010013351
0.063613232,1.010013351
0.064885496,1.010013351
0.066157761,1.010013351
0.067430025,1.010013351
0.06870229,1.010680908
0.069974555,1.010680908
0.071246819,1.010680908
0.072519084,1.010680908
0.073791349,1.011348465
0.075063613,1.011348465
0.076335878,1.011348465
0.077608142,1.011348465
0.078880407,1.011348465
0.080152672,1.011348465
0.081424936,1.012016021
0.082697201,1.013351135
0.083969466,1.012683578
0.08524173,1.012683578
0.086513995,1.012683578
0.08778626,1.012683578
0.089058524,1.012683578
0.090330789,1.012683578
0.091603053,1.012683578
0.092875318,1.012683578
0.094147583,1.012683578
0.095419847,1.012683578
0.096692112,1.013351135
0.097964377,1.012683578
0.099236641,1.013351135
0.100508906,1.012683578
0.10178117,1.012683578
0.103053435,1.013351135
0.1043257,1.013351135
0.105597964,1.013351135
0.106870229,1.013351135
0.108142494,1.013351135
0.109414758,1.013351135
0.110687023,1.013351135
