Dimensionless Injection Time,Dimensionless Differential Pressure
0,1
0.000162681,0.995867769
0.000325362,1
0.000488043,0.995867769
0.000650724,0.995867769
0.000813405,1
0.000976086,0.995867769
0.001138767,0.995867769
0.001301448,1
0.001464129,1
0.00162681,0.995867769
0.001789491,0.995867769
0.001952172,0.995867769
0.002114853,0.995867769
0.002277534,0.995867769
0.002440215,0.995867769
0.002602896,0.995867769
0.002765577,0.995867769
0.002928258,0.995867769
0.003090939,0.995867769
0.00325362,0.995867769
0.003416301,0.995867769
0.003578982,0.995867769
0.003741663,0.991735537
0.003904344,0.995867769
0.004067025,0.991735537
0.004229706,0.991735537
0.004392387,0.991735537
0.004555068,0.995867769
0.004717748,0.991735537
0.004880429,0.991735537
0.00504311,0.991735537
0.005205791,0.995867769
0.005368472,0.991735537
0.005531153,0.995867769
0.005693834,0.995867769
0.005856515,0.991735537
0.006019196,0.991735537
0.006181877,0.991735537
0.006344558,0.991735537
0.006507239,0.991735537
0.00666992,0.991735537
0.006832601,0.991735537
0.006995282,0.991735537
0.007157963,0.991735537
0.007320644,0.991735537
0.007483325,0.991735537
0.007646006,0.991735537
0.007808687,0.991735537
0.007971368,0.987603306
0.008134049,0.991735537
0.00829673,0.991735537
0.008459411,0.987603306
0.008622092,0.991735537
0.008784773,0.987603306
0.008947454,0.987603306
0.009110135,0.987603306
0.009272816,0.987603306
0.009435497,0.987603306
0.009598178,0.987603306
0.009760859,0.991735537
0.00992354,0.987603306
0.010086221,0.987603306
0.010248902,0.987603306
0.010411583,0.987603306
0.010574264,0.987603306
0.010736945,0.987603306
0.010899626,0.987603306
0.011062307,0.987603306
0.011224988,0.987603306
0.011387669,0.991735537
0.01155035,0.987603306
0.011713031,0.991735537
0.011875712,0.987603306
0.012038393,0.987603306
0.012201074,0.987603306
0.012363755,0.987603306
0.012526436,0.987603306
0.012689117,0.987603306
0.012851798,0.987603306
0.013014479,0.987603306
0.01317716,0.987603306
0.013339841,0.987603306
0.013502522,0.987603306
0.013665203,0.987603306
0.013827884,0.987603306
0.013990565,0.987603306
0.014153245,0.983471074
0.014315926,0.987603306
0.014478607,0.983471074
0.014641288,0.987603306
0.014803969,0.987603306
0.01496665,0.983471074
0.015129331,0.987603306
0.015292012,0.983471074
0.015454693,0.987603306
0.015617374,0.983471074
0.015780055,0.983471074
0.015942736,0.983471074
0.016105417,0.987603306
0.016268098,0.983471074
0.016430779,0.983471074
0.01659346,0.983471074
0.016756141,0.983471074
0.016918822,0.983471074
0.017081503,0.983471074
0.017244184,0.983471074
0.017406865,0.983471074
0.017569546,0.983471074
0.017732227,0.983471074
0.017894908,0.983471074
0.018057589,0.983471074
0.01822027,0.979338843
0.018382951,0.983471074
0.018545632,0.983471074
0.018708313,0.983471074
0.018870994,0.983471074
0.019033675,0.983471074
0.019196356,0.983471074
0.019359037,0.983471074
0.019521718,0.983471074
0.019684399,0.979338843
