Dimensionless Injection Time,Dimensionless Differential Pressure
0,1
0.00074239,1
0.001484781,1.000759301
0.002227171,1.001518603
0.002969562,1.001518603
0.003711952,1.003037206
0.004454343,1.003037206
0.005196733,1.003796507
0.005939124,1.004555809
0.006681514,1.004555809
0.007423905,1.004555809
0.008166295,1.004555809
0.008908686,1.00531511
0.009651076,1.006074412
0.010393467,1.006074412
0.011135857,1.007593014
0.011878248,1.008352316
0.012620638,1.009111617
0.013363029,1.009111617
0.014105419,1.009870919
0.01484781,1.01063022
0.0155902,1.011389522
0.016332591,1.011389522
0.017074981,1.012148823
0.017817372,1.012148823
0.018559762,1.012908125
0.019302153,1.013667426
0.020044543,1.014426727
0.020786934,1.014426727
0.021529324,1.014426727
0.022271715,1.015186029
0.023014105,1.015186029
0.023756496,1.01594533
0.024498886,1.016704632
0.025241277,1.017463933
0.025983667,1.018223235
0.026726058,1.018223235
0.027468448,1.018982536
0.028210839,1.019741838
0.028953229,1.019741838
0.02969562,1.018982536
0.03043801,1.018982536
0.031180401,1.018982536
0.031922791,1.018982536
0.032665182,1.019741838
0.033407572,1.020501139
0.034149963,1.020501139
0.034892353,1.02126044
0.035634744,1.02126044
0.036377134,1.02126044
0.037119525,1.022019742
0.037861915,1.022779043
0.038604306,1.022779043
0.039346696,1.022779043
0.040089087,1.022779043
0.040831477,1.023538345
0.041573868,1.024297646
0.042316258,1.024297646
0.043058649,1.023538345
0.043801039,1.024297646
0.04454343,1.024297646
0.04528582,1.024297646
0.046028211,1.025056948
0.046770601,1.025056948
0.047512992,1.025056948
0.048255382,1.025056948
0.048997773,1.025816249
0.049740163,1.025816249
0.050482554,1.025816249
0.051224944,1.025816249
0.051967335,1.025816249
0.052709725,1.02657555
0.053452116,1.02657555
0.054194506,1.02657555
0.054936897,1.02657555
0.055679287,1.027334852
0.056421678,1.02657555
0.057164068,1.027334852
0.057906459,1.027334852
0.058648849,1.027334852
0.05939124,1.028094153
0.06013363,1.027334852
0.060876021,1.028094153
0.061618411,1.028094153
0.062360802,1.028853455
0.063103192,1.028853455
0.063845583,1.028853455
0.064587973,1.028853455
0.065330364,1.029612756
0.066072754,1.029612756
0.066815145,1.029612756
0.067557535,1.030372058
0.068299926,1.030372058
0.069042316,1.030372058
0.069784707,1.030372058
0.070527097,1.030372058
0.071269488,1.030372058
0.072011878,1.030372058
0.072754269,1.031131359
0.073496659,1.031890661
0.07423905,1.032649962
0.07498144,1.031890661
0.075723831,1.031131359
0.076466221,1.031890661
0.077208612,1.031890661
0.077951002,1.031890661
0.078693393,1.031890661
0.079435783,1.032649962
0.080178174,1.034168565
0.080920564,1.033409263
0.081662955,1.032649962
0.082405345,1.032649962
0.083147736,1.032649962
0.083890126,1.032649962
0.084632517,1.032649962
0.085374907,1.033409263
0.086117298,1.034168565
0.086859688,1.033409263
0.087602079,1.034168565
0.088344469,1.034927866
0.08908686,1.034168565
0.08982925,1.034168565
0.090571641,1.034927866
0.091314031,1.034927866
0.092056422,1.035687168
0.092798812,1.035687168
0.093541203,1.036446469
0.094283593,1.036446469
0.095025984,1.036446469
0.095768374,1.036446469
0.096510765,1.036446469
0.097253155,1.037965072
0.097995546,1.038724374
0.098737936,1.037965072
0.099480327,1.037965072
0.100222717,1.038724374
0.100965108,1.037965072
0.101707498,1.037965072
0.102449889,1.037965072
0.103192279,1.037205771
0.10393467,1.037965072
0.10467706,1.038724374
0.105419451,1.037965072
0.106161841,1.037205771
0.106904232,1.037965072
0.107646622,1.037965072
0.108389013,1.037965072
0.109131403,1.037965072
0.109873794,1.037965072
0.110616184,1.037205771
0.111358575,1.037965072
0.112100965,1.037205771
0.112843356,1.037205771
0.113585746,1.037965072
0.114328137,1.037205771
0.115070527,1.037205771
0.115812918,1.037205771
0.116555308,1.037205771
0.117297699,1.037965072
0.118040089,1.037205771
0.11878248,1.038724374
0.11952487,1.039483675
0.120267261,1.038724374
0.121009651,1.037965072
0.121752042,1.037205771
0.122494432,1.037205771
0.123236823,1.037965072
0.123979213,1.038724374
0.124721604,1.037965072
0.125463994,1.037205771
0.126206385,1.037965072
0.126948775,1.037965072
0.127691166,1.037965072
0.128433556,1.038724374
0.129175947,1.037205771
0.129918337,1.037205771
0.130660728,1.037205771
0.131403118,1.036446469
0.132145509,1.036446469
0.132887899,1.037205771
0.13363029,1.035687168
0.13437268,1.037965072
0.135115071,1.037965072
0.135857461,1.037965072
0.136599852,1.037205771
0.137342242,1.036446469
0.138084633,1.037205771
0.138827023,1.037205771
0.139569414,1.037205771
0.140311804,1.036446469
0.141054195,1.035687168
0.141796585,1.036446469
0.142538976,1.036446469
0.143281366,1.035687168
0.144023756,1.036446469
0.144766147,1.035687168
0.145508537,1.036446469
0.146250928,1.036446469
0.146993318,1.036446469
0.147735709,1.035687168
0.148478099,1.036446469
0.14922049,1.036446469
0.14996288,1.036446469
0.150705271,1.036446469
0.151447661,1.035687168
0.152190052,1.035687168
0.152932442,1.035687168
0.153674833,1.036446469
0.154417223,1.035687168
0.155159614,1.035687168
0.155902004,1.035687168
0.156644395,1.034927866
0.157386785,1.034927866
0.158129176,1.034927866
0.158871566,1.034927866
0.159613957,1.035687168
0.160356347,1.036446469
0.161098738,1.034927866
0.161841128,1.035687168
0.162583519,1.035687168
0.163325909,1.035687168
