Dimensionless Injection Time,Dimensionless Differential Pressure
0,1
0.000816993,1
0.001633987,1
0.00245098,1.000892857
0.003267974,1.000892857
0.004084967,1.000892857
0.004901961,1.001785714
0.005718954,1.001785714
0.006535948,1.001785714
0.007352941,1.001785714
0.008169935,1.002678571
0.008986928,1.001785714
0.009803922,1.002678571
0.010620915,1.001785714
0.011437908,1.002678571
0.012254902,1.002678571
0.013071895,1.002678571
0.013888889,1.003571429
0.014705882,1.003571429
0.015522876,1.003571429
0.016339869,1.003571429
0.017156863,1.003571429
0.017973856,1.003571429
0.01879085,1.003571429
0.019607843,1.004464286
0.020424837,1.004464286
0.02124183,1.003571429
0.022058824,1.004464286
0.022875817,1.004464286
0.02369281,1.005357143
0.024509804,1.005357143
0.025326797,1.004464286
0.026143791,1.004464286
0.026960784,1.005357143
0.027777778,1.005357143
0.028594771,1.005357143
0.029411765,1.00625
0.030228758,1.005357143
0.031045752,1.00625
0.031862745,1.00625
0.032679739,1.00625
0.033496732,1.00625
0.034313725,1.00625
0.035130719,1.007142857
0.035947712,1.007142857
0.036764706,1.00625
0.037581699,1.007142857
0.038398693,1.007142857
0.039215686,1.007142857
0.04003268,1.007142857
0.040849673,1.008035714
0.041666667,1.008035714
0.04248366,1.008035714
0.043300654,1.008035714
0.044117647,1.008035714
0.044934641,1.008928571
0.045751634,1.008928571
0.046568627,1.008928571
0.047385621,1.009821429
0.048202614,1.009821429
0.049019608,1.009821429
0.049836601,1.009821429
0.050653595,1.009821429
0.051470588,1.009821429
0.052287582,1.010714286
0.053104575,1.009821429
0.053921569,1.010714286
0.054738562,1.010714286
0.055555556,1.011607143
0.056372549,1.010714286
0.057189542,1.011607143
0.058006536,1.011607143
0.058823529,1.011607143
0.059640523,1.011607143
0.060457516,1.011607143
0.06127451,1.011607143
0.062091503,1.0125
0.062908497,1.011607143
0.06372549,1.0125
0.064542484,1.0125
0.065359477,1.0125
0.066176471,1.0125
0.066993464,1.0125
0.067810458,1.013392857
0.068627451,1.013392857
0.069444444,1.013392857
0.070261438,1.013392857
0.071078431,1.013392857
0.071895425,1.014285714
0.072712418,1.014285714
0.073529412,1.014285714
0.074346405,1.014285714
0.075163399,1.014285714
0.075980392,1.014285714
0.076797386,1.014285714
0.077614379,1.014285714
0.078431373,1.015178571
0.079248366,1.015178571
0.080065359,1.015178571
0.080882353,1.015178571
0.081699346,1.015178571
0.08251634,1.016071429
0.083333333,1.015178571
0.084150327,1.016071429
0.08496732,1.015178571
0.085784314,1.015178571
0.086601307,1.016071429
0.087418301,1.016071429
0.088235294,1.016071429
0.089052288,1.016071429
0.089869281,1.016964286
0.090686275,1.016964286
0.091503268,1.016964286
0.092320261,1.016964286
0.093137255,1.017857143
0.093954248,1.017857143
0.094771242,1.017857143
0.095588235,1.01875
0.096405229,1.01875
0.097222222,1.01875
0.098039216,1.01875
0.098856209,1.01875
0.099673203,1.01875
0.100490196,1.01875
0.10130719,1.019642857
0.102124183,1.019642857
0.102941176,1.019642857
0.10375817,1.020535714
0.104575163,1.020535714
0.105392157,1.020535714
0.10620915,1.020535714
0.107026144,1.020535714
0.107843137,1.020535714
0.108660131,1.020535714
0.109477124,1.021428571
0.110294118,1.020535714
0.111111111,1.021428571
0.111928105,1.021428571
0.112745098,1.021428571
0.113562092,1.021428571
0.114379085,1.022321429
0.115196078,1.022321429
0.116013072,1.021428571
0.116830065,1.022321429
0.117647059,1.022321429
0.118464052,1.022321429
0.119281046,1.022321429
0.120098039,1.022321429
0.120915033,1.022321429
0.121732026,1.023214286
0.12254902,1.023214286
0.123366013,1.023214286
0.124183007,1.023214286
0.125,1.023214286
0.125816993,1.023214286
0.126633987,1.023214286
0.12745098,1.023214286
0.128267974,1.023214286
0.129084967,1.024107143
0.129901961,1.024107143
0.130718954,1.024107143
0.131535948,1.024107143
0.132352941,1.024107143
0.133169935,1.024107143
0.133986928,1.024107143
0.134803922,1.025
0.135620915,1.024107143
0.136437908,1.025
0.137254902,1.025
0.138071895,1.025
0.138888889,1.025
0.139705882,1.025892857
0.140522876,1.025892857
0.141339869,1.025892857
0.142156863,1.025892857
0.142973856,1.025892857
0.14379085,1.025892857
0.144607843,1.025892857
0.145424837,1.026785714
0.14624183,1.025892857
0.147058824,1.03125
0.147875817,1.036607143
0.14869281,1.039285714
0.149509804,1.044642857
0.150326797,1.05625
0.151143791,1.053571429
0.151960784,1.057142857
0.152777778,1.069642857
0.153594771,1.077678571
0.154411765,1.095535714
0.155228758,1.092857143
0.156045752,1.091071429
0.156862745,1.088392857
0.157679739,1.086607143
0.158496732,1.084821429
0.159313725,1.080357143
0.160130719,1.078571429
0.160947712,1.076785714
0.161764706,1.075
0.162581699,1.073214286
0.163398693,1.070535714
0.164215686,1.066964286
0.16503268,1.066071429
0.165849673,1.065178571
0.166666667,1.063392857
0.16748366,1.0625
0.168300654,1.059821429
0.169117647,1.058928571
0.169934641,1.058035714
0.170751634,1.057142857
0.171568627,1.055357143
0.172385621,1.053571429
0.173202614,1.052678571
0.174019608,1.051785714
0.174836601,1.050892857
0.175653595,1.05
0.176470588,1.049107143
0.177287582,1.047321429
0.178104575,1.046428571
0.178921569,1.046428571
0.179738562,1.045535714
0.180555556,1.044642857
0.181372549,1.04375
0.182189542,1.042857143
0.183006536,1.041964286
0.183823529,1.041964286
0.184640523,1.041964286
0.185457516,1.041071429
0.18627451,1.040178571
0.187091503,1.040178571
0.187908497,1.038392857
0.18872549,1.038392857
0.189542484,1.0375
0.190359477,1.0375
0.191176471,1.035714286
0.191993464,1.035714286
0.192810458,1.035714286
0.193627451,1.034821429
0.194444444,1.034821429
0.195261438,1.033035714
0.196078431,1.032142857
0.196895425,1.032142857
0.197712418,1.032142857
0.198529412,1.03125
0.199346405,1.030357143
0.200163399,1.028571429
0.200980392,1.029464286
0.201797386,1.028571429
0.202614379,1.028571429
0.203431373,1.027678571
0.204248366,1.026785714
0.205065359,1.025892857
0.205882353,1.025892857
0.206699346,1.025
0.20751634,1.025
0.208333333,1.024107143
0.209150327,1.023214286
0.20996732,1.023214286
0.210784314,1.022321429
0.211601307,1.022321429
0.212418301,1.021428571
0.213235294,1.021428571
0.214052288,1.019642857
0.214869281,1.019642857
0.215686275,1.019642857
0.216503268,1.019642857
0.217320261,1.01875
0.218137255,1.017857143
0.218954248,1.016964286
0.219771242,1.016964286
0.220588235,1.016071429
0.221405229,1.016071429
0.222222222,1.016071429
0.223039216,1.015178571
0.223856209,1.014285714
0.224673203,1.014285714
0.225490196,1.014285714
0.22630719,1.013392857
0.227124183,1.0125
0.227941176,1.0125
0.22875817,1.011607143
0.229575163,1.010714286
0.230392157,1.010714286
0.23120915,1.009821429
0.232026144,1.008928571
0.232843137,1.008928571
0.233660131,1.008928571
0.234477124,1.008035714
0.235294118,1.007142857
0.236111111,1.00625
0.236928105,1.005357143
0.237745098,1.004464286
0.238562092,1.004464286
0.239379085,1.003571429
0.240196078,1.002678571
0.241013072,1.002678571
0.241830065,1.001785714
0.242647059,1.000892857
0.243464052,1
0.244281046,1
0.245098039,0.999107143
0.245915033,0.997321429
0.246732026,0.997321429
0.24754902,0.996428571
0.248366013,0.995535714
0.249183007,0.995535714
0.25,0.99375
0.250816993,0.99375
0.251633987,0.992857143
0.25245098,0.992857143
0.253267974,0.991964286
0.254084967,0.991071429
0.254901961,0.990178571
0.255718954,0.990178571
0.256535948,0.989285714
0.257352941,0.988392857
0.258169935,0.989285714
0.258986928,0.986607143
0.259803922,0.986607143
0.260620915,0.985714286
0.261437908,0.985714286
0.262254902,0.984821429
0.263071895,0.984821429
0.263888889,0.983035714
0.264705882,0.983035714
0.265522876,0.982142857
0.266339869,0.982142857
0.267156863,0.982142857
0.267973856,0.980357143
0.26879085,0.979464286
